county,state,lat,lon,total_population,population_density_per_sqmi,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,teen_birth_rate,percent_uninsured,high_school_graduation_rate,percent_some_college,labor_force,percent_children_in_poverty,social_association_rate,violent_crime_rate,percent_severe_housing_problems,overcrowding,inadequate_facilities,life_expectancy,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,average_grade_performance,median_household_income,percent_enrolled_in_free_or_reduced_lunch,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_not_proficient_in_english,percent_female,percent_rural,per_capita_income,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability,mean_winter_temp,mean_summer_temp,cluster
Adams,Illinois,39.9878781,-91.18853522,66949,78.28413304,14.77251796,15.45718712,36.6,27.6,19.67664752,26.95456851,5.236587005,91.51077038,68.06829766,32893,15.9,14.64504635,346.2692886,10.9948605,0.972834068,1.046255507,78.28820268,10.52273821,11.81446331,11.0,11.1,28.81150991,2.793094482,55174.0,53.60199328,98.74137798,71.67032967,9.81696546,22.49775464,20.23108188,0.18938482,50.81822472,32.59913864,26053.0,0.3244,0.4368,0.369,0.1748,0.29,0.6332,0.5215,0.3337,0.6348,0.5903,0.2849,0.2365,0.2225,0.7084,0.1869,0.1573,0.6154,0.5486,0.3372,0.2776,33.60727273,76.29868852,2
Alexander,Illinois,37.19152472,-89.33756723,7051,29.9378774,24.27254001,21.55191863,26.2,22.6,14.51238125,51.6028147,6.365124847,92.54711539,41.54175589,2153,44.5,12.6682502,1316.354271,17.55424063,2.91913215,0.946745562,74.44544154,14.83739879,15.42246464,7.9,22.2,36.43294075,2.209063385,35249.0,91.54589372,66.1085307,71.28712871,15.5210643,23.06930693,21.91419142,0.098814229,51.61716172,61.85967468,16067.0,0.9806,0.9293,0.9723,0.9398,0.9838,0.6507,0.6883,0.9417,0.9577,0.9984,0.7975,0.1805,0.4858,0.7931,0.6622,0.7921,0.9475,0.765,0.9943,0.9959,35.94727273,77.81114754,1
Bond,Illinois,38.88683973,-89.43556006,17137,45.06427457,15.59846691,16.57100852,25.5,24.9,20.24765573,17.88289588,6.612251628,91.73182527,61.9995205,7929,18.3,11.21076233,39.24646782,13.63636364,2.561983471,1.570247934,78.64610173,10.86962865,11.9751979,4.3,11.1,31.00416211,2.976485703,54800.0,46.54867257,34.31851164,77.48472178,7.494575196,19.44678292,18.55682502,0.207000376,48.0156344,60.73840612,23660.0,0.5536,0.3677,0.5482,0.454,0.4881,0.4476,0.1888,0.5718,0.2203,0.1337,0.4193,0.1977,0.2725,0.5966,0.6068,0.6912,0.6587,0.928,0.929,0.4938,35.17127273,74.74392857,2
Boone,Illinois,42.32306094,-88.82336484,53656,191.1266097,15.61434201,15.13581948,33.4,26.6,20.0023772,17.80250348,7.501940348,91.25632777,58.53345113,26473,13.5,6.540466803,170.9082419,13.85493073,2.472154306,0.190165716,79.45642525,10.47634997,11.32551311,9.6,7.7,30.90931551,2.835316158,74507.0,43.23343358,93.61367992,79.79819551,11.05177112,24.79235493,15.83515314,3.616650839,50.00653265,19.36305733,27825.0,0.2127,0.7036,0.2592,0.5603,0.4241,0.1684,0.8981,0.0907,0.8249,0.4591,0.6476,0.8797,0.8163,0.6476,0.2114,0.6692,0.2763,0.063,0.199,0.4339,31.60752061,75.03737705,3
Brown,Illinois,39.96183392,-90.75035135,6836,22.36861291,15.60150068,16.96256909,23.4,23.2,23.06851335,28.40236686,3.624733476,92.5,48.67021277,2896,14.8,10.42287076,134.3947069,7.746478873,2.816901409,0.0,77.89872326,10.31640435,10.81154339,4.6,10.9,32.84603125,2.718618721,55327.0,84.52054795,60.1734223,75.89841878,4.160475483,15.8785845,13.9261745,0.734375,35.25015253,41.06962664,21822.0,0.2455,0.2588,0.694,0.5683,0.4355,0.1449,0.0159,0.1445,0.3356,0.0156,0.6266,0.4088,0.5193,0.4059,0.4518,0.7154,0.5339,0.9911,0.7991,0.334,33.64981818,75.81344262,2
Bureau,Illinois,41.40415185,-89.52867917,33822,38.91912165,15.16562245,14.71160473,27.4,30.4,19.69558092,18.02431186,6.071332384,83.99439508,58.38414634,17390,17.1,16.54483651,131.6937723,10.9882269,1.534070639,0.606493043,78.62918334,10.52426466,11.68148322,11.1,9.4,31.14007801,2.937412975,56099.0,50.21467603,69.91894472,76.34190511,9.270880024,21.45303549,21.91677022,1.264222503,50.90170642,57.39035966,27332.0,0.3362,0.5116,0.2865,0.2477,0.3088,0.7529,0.4209,0.3025,0.6851,0.6173,0.3954,0.6227,0.5078,0.6046,0.1461,0.3604,0.5193,0.2681,0.2139,0.3219,31.23424788,75.83471698,2
Calhoun,Illinois,39.16925024,-90.6675377,4962,19.5489341,13.69214692,14.82506582,36.2,23.4,19.54381552,15.3531218,5.988184748,86.41034483,70.53941909,2340,15.3,0.0,133.3454122,9.302325581,2.273901809,0.206718346,83.30910094,10.10772126,11.58334434,8.2,10.2,30.19770087,3.282117736,56099.0,42.3670669,4.283903111,83.98891967,11.0787172,20.63723449,23.34443982,0.021720243,50.16659725,100.0,25341.0,0.2869,0.3422,0.4177,0.1687,0.2633,0.8784,0.304,0.6437,0.0293,0.369,0.0111,0.0,0.0057,0.1191,0.4935,0.6046,0.4537,0.5651,0.3467,0.1611,34.29818182,79.05672131,0
Carroll,Illinois,42.06869511,-89.93439675,14793,33.23800448,13.53228852,14.34995941,25.1,28.3,18.97435309,24.03156385,6.983394834,93.57191489,57.06594886,7525,17.0,15.84240254,46.85120837,10.45112782,1.203007519,0.52631579,79.3776071,9.99846473,11.33992795,8.3,9.7,28.00330767,3.09317614,51963.0,41.86256781,59.02707469,76.23533045,8.925991331,19.37534936,25.51006149,0.384280743,50.13275573,81.87430948,27325.0,0.2321,0.3964,0.2875,0.2477,0.249,0.886,0.1576,0.4107,0.1834,0.2254,0.2264,0.531,0.3543,0.5642,0.1751,0.2404,0.4537,0.3594,0.1732,0.1665,30.4464297,73.22622951,0
Cass,Illinois,39.97357618,-90.24742647,13068,34.77282009,17.31809673,15.9206666,34.7,26.9,19.70301273,38.79149571,8.503599922,84.84736,46.2962963,6162,15.8,13.59456218,518.054589,9.365853659,2.43902439,1.463414634,77.44898436,11.0059103,12.03405098,6.8,8.6,30.72496984,2.498333348,52486.0,64.47140381,31.34797517,74.6616242,6.676312526,23.80097879,17.84665579,6.162937949,49.49429038,52.13311831,25010.0,0.3852,0.7453,0.447,0.5861,0.561,0.3999,0.7666,0.2763,0.6963,0.6008,0.6202,0.9284,0.8287,0.5498,0.5807,0.646,0.5801,0.3381,0.5874,0.681,33.50072727,75.11934426,2
Champaign,Illinois,40.14009803,-88.1992076,206420,207.1999458,16.33273794,15.76518125,30.8,22.1,20.56380615,12.83684188,6.059115636,86.29738524,79.98687541,105669,17.5,11.89117427,487.2054149,19.79114868,3.294380905,0.845350572,80.52904975,11.4578616,12.14908995,9.3,15.0,29.26815033,2.966208053,53251.0,50.70562909,213.9318367,53.63337737,17.21814121,18.77961549,12.82484773,1.863580075,50.17025188,12.71030082,27373.0,0.8138,0.3018,0.2833,0.0325,0.3228,0.0538,0.1213,0.0242,0.4565,0.0172,0.7096,0.7393,0.7736,0.9838,0.1566,0.8179,0.9411,0.8978,0.9841,0.4741,34.50024788,75.25934426,3
Christian,Illinois,39.54580842,-89.27728006,33888,47.77149247,14.40016855,15.65915609,29.2,29.2,20.22434541,30.83359157,6.026812196,90.72460263,56.04863984,14837,17.9,14.5006344,184.7463004,8.417266187,0.863309353,0.611510791,77.54192292,10.47570219,11.79118402,13.6,10.9,30.50164621,3.005759643,52936.0,53.20487613,82.6054871,74.5103666,7.775768535,20.23820459,19.93509078,0.193503363,49.11362175,43.45114943,23823.0,0.3664,0.2502,0.5355,0.4467,0.3827,0.6243,0.3254,0.3913,0.7931,0.5979,0.1366,0.1197,0.0821,0.6301,0.219,0.1254,0.4877,0.8255,0.3703,0.2986,34.49416708,75.18885246,2
Clark,Illinois,39.33359575,-87.78768974,16089,32.08683164,15.40135046,16.05771988,36.8,28.2,19.53892954,28.14899062,5.916646971,89.41529126,65.17553794,7775,16.2,17.75860976,189.1327476,8.539325843,1.797752809,0.119850187,77.60194767,10.96800426,12.34978626,6.7,11.0,31.47777367,3.202680289,54092.0,53.96211828,44.21238334,73.914969,6.179514908,22.69812773,19.85765581,0.241464887,50.33983073,59.54086318,25806.0,0.5387,0.7561,0.3862,0.3161,0.5135,0.6437,0.5275,0.6183,0.6367,0.7997,0.0427,0.2133,0.0818,0.269,0.5342,0.4811,0.1261,0.3419,0.1592,0.3203,35.35962162,74.53311475,2
Clay,Illinois,38.75415775,-88.4901667,13466,28.75348562,14.93819057,15.83194353,23.5,35.1,19.65019999,39.98505232,6.203615604,83.59451613,62.9969419,6611,18.8,20.34817997,59.75500448,9.838998211,3.202146691,0.53667263,76.98716758,10.78118532,12.13691869,8.9,10.9,30.81754993,2.73573742,45427.0,52.22363405,55.83905509,77.01312522,8.826815643,22.93820267,20.31992756,1.231918614,50.47159134,64.7339848,23843.0,0.398,0.3677,0.5339,0.4091,0.4171,0.659,0.4868,0.7692,0.837,0.9341,0.0586,0.4674,0.2248,0.1394,0.767,0.8004,0.313,0.6145,0.5533,0.5205,35.41727273,76.70101695,2
Clinton,Illinois,38.60645123,-89.42249738,37858,79.85493684,12.99059161,15.02120629,38.9,21.0,23.21268399,16.76646707,4.757741838,86.47207137,66.69713589,20378,10.2,11.96363056,146.249638,9.778729479,1.063526053,0.642398287,79.65517759,9.53502749,10.92484065,13.2,8.3,30.83209375,3.512787722,66597.0,35.93721145,49.44389931,78.89358703,8.649819495,21.1270225,17.2241558,0.292529253,48.19469168,48.7580107,29512.0,0.1226,0.2254,0.1761,0.3438,0.1691,0.3575,0.3426,0.3025,0.3617,0.1114,0.3107,0.3095,0.2754,0.3999,0.5164,0.1878,0.234,0.8364,0.3187,0.1293,35.38436364,77.1042623,0
Coles,Illinois,39.52027554,-88.22181532,52802,103.8821481,17.7365982,18.78808605,36.6,29.9,19.95605115,16.54719235,6.944306068,93.80209933,68.04895724,24195,21.8,13.46697705,277.5120524,15.16947144,0.971794264,0.829580469,78.63996532,12.22098101,13.68662309,9.6,14.2,31.16104807,2.898135668,47291.0,51.64702327,173.6485981,61.6065093,14.26947972,18.08391471,16.91854181,0.454305764,51.50240739,24.28860468,23944.0,0.8223,0.5813,0.5256,0.2837,0.5762,0.2732,0.0732,0.3133,0.5702,0.0751,0.3244,0.4346,0.3559,0.8975,0.2346,0.1611,0.6425,0.9016,0.6667,0.4164,35.31125799,76.05180328,1
Cook,Illinois,41.84003921,-87.81671569,5227575,5531.878539,17.14085106,13.77618316,28.0,21.0,22.23790134,24.4862499,9.972268492,88.18000329,70.5407723,2611512,18.8,7.20938475,619.8135909,22.16842035,3.627783286,0.81189585,79.41572961,10.21077351,10.9586183,9.5,12.0,33.40278161,3.192471554,63347.0,63.11266796,947.1427141,56.8883942,18.85272156,21.80626438,14.6350357,7.028651671,51.43163016,0.045296385,32179.0,0.5664,0.8259,0.0961,0.5734,0.5304,0.1394,0.5237,0.0831,0.6507,0.1223,0.9182,0.9532,0.9631,0.9863,0.0258,0.8491,0.9882,0.4371,0.8742,0.6937,30.96918919,76.39311475,3
Crawford,Illinois,39.00273279,-87.75964039,19441,43.82252471,14.34633984,15.97957443,27.5,29.0,20.9788441,30.160487,5.925141243,88.61103203,62.27061908,8777,17.1,15.82195032,288.5308969,10.86240948,1.171823568,1.316655695,77.74608432,10.22964467,11.5226947,11.5,10.7,30.93811676,3.067572967,52313.0,44.90010515,42.97638452,78.19155887,10.71717444,19.89152975,18.91317063,0.902447127,47.72159302,60.16551446,26245.0,0.2824,0.4823,0.3543,0.375,0.3467,0.6049,0.1554,0.581,0.4292,0.306,0.3286,0.533,0.4183,0.1429,0.4429,0.2356,0.3814,0.9064,0.2884,0.2904,35.44218182,74.53311475,2
Cumberland,Illinois,39.27331383,-88.24022018,10890,31.47164132,14.49617044,15.86359285,32.5,28.0,20.19819532,21.69197397,6.530147895,87.35281385,56.66403786,6080,15.2,10.08434177,115.1596112,10.33254157,2.137767221,0.593824228,79.25609051,10.60402299,12.04596991,21.3,10.2,30.22752274,2.567773723,60572.0,42.40390482,45.21379024,79.1994447,6.69206954,22.16876388,19.58734271,0.117670131,50.25906736,100.0,22786.0,0.5387,0.4094,0.6154,0.3919,0.4998,0.5753,0.5591,0.7233,0.4244,0.7074,0.035,0.0,0.0089,0.1414,0.6046,0.5734,0.4734,0.2232,0.2515,0.3015,35.32525799,76.05180328,2
De Witt,Illinois,40.17461939,-88.90408826,16322,41.05673486,13.91735839,15.47872977,27.5,25.0,20.23184046,27.08460134,5.205820559,87.31065868,64.56336528,7582,17.4,13.80002509,188.2320134,7.8125,1.264880952,0.208333333,76.70646798,10.28065712,11.61873399,10.2,10.1,30.13199512,3.192124824,55300.0,46.88974689,123.7571107,79.36365001,6.654228856,21.35836134,19.2212569,0.46149789,50.51049528,48.75309462,28294.0,0.263,0.5552,0.2308,0.1748,0.2652,0.5651,0.3894,0.1971,0.2792,0.134,0.1461,0.4034,0.2362,0.5018,0.2455,0.2738,0.1404,0.3916,0.0968,0.1003,33.4184297,75.47803279,0
DeKalb,Illinois,41.8935481,-88.77032413,104458,165.4514639,15.74336024,15.89541067,31.7,19.8,23.18572685,10.25208057,6.307213369,89.92662711,74.64826632,55487,13.2,9.261646282,275.7612668,19.37642179,2.713769571,0.666399037,79.55621492,11.09401395,12.32187704,5.6,12.6,29.03962551,3.079743153,63274.0,40.4922516,114.8280033,56.96628916,14.93534955,21.40518326,12.64799362,1.51566081,50.47482788,20.30524914,25172.0,0.6603,0.8007,0.4339,0.1178,0.5177,0.057,0.4027,0.057,0.6937,0.0729,0.5989,0.7329,0.6972,0.9287,0.093,0.7214,0.5339,0.8179,0.7966,0.5272,31.96624788,73.17770492,3
Douglas,Illinois,39.76946546,-88.21737671,19770,47.44824375,15.06231061,15.71502859,30.9,24.2,20.24937053,19.80874317,9.278286705,96.45586481,54.12133891,10212,13.3,15.19141179,223.221206,10.97883598,1.851851852,1.058201058,78.74272574,10.70971524,11.99385604,8.7,9.4,30.72102476,2.953336297,56976.0,41.56104069,46.19169821,71.68548175,9.293987865,24.88834129,18.09127779,1.163739192,50.61348119,61.63663664,26309.0,0.2321,0.2837,0.3483,0.6539,0.3559,0.3894,0.845,0.1114,0.1465,0.1601,0.3403,0.7205,0.533,0.5244,0.1964,0.5024,0.9023,0.1544,0.3652,0.3085,35.16689435,75.25934426,2
DuPage,Illinois,41.85195487,-88.08563937,930514,2841.112492,12.90253039,12.25749625,26.9,18.1,19.84850063,8.720363302,6.397594659,94.30700708,78.39703717,508650,7.9,9.332048922,88.58596132,15.87385873,2.386536277,0.71832087,82.38483293,9.036441996,10.2467465,8.7,6.7,29.9222743,3.368424452,93540.0,28.48606524,509.6694772,73.17676107,13.30982575,22.6744017,15.50072206,3.723421856,50.8705143,0.047550288,40547.0,0.0382,0.3964,0.0191,0.1296,0.0863,0.1589,0.6358,0.0194,0.1614,0.0401,0.7173,0.8835,0.8548,0.9694,0.0064,0.6479,0.2206,0.2913,0.2999,0.1579,32.94915698,74.17901639,3
Edgar,Illinois,39.67855847,-87.74559991,17828,28.59920575,14.65434153,15.3602903,30.9,28.9,19.36922727,27.88622421,6.01193546,86.90917226,61.51348651,9200,19.5,15.58171745,293.7666391,11.3145847,0.71942446,1.373446697,77.09126212,10.57316114,12.08494164,9.0,11.5,29.44144233,2.795954826,51577.0,46.62004662,114.6687311,75.65217391,9.352517986,20.39170507,21.75691244,0.456840587,50.97926267,51.80340224,25122.0,0.5304,0.8007,0.4384,0.4616,0.5804,0.7676,0.3582,0.5492,0.7026,0.7685,0.0248,0.2993,0.1165,0.4709,0.3155,0.0697,0.6934,0.4632,0.2493,0.3996,35.2534398,76.4304918,2
Edwards,Illinois,38.41655061,-88.05328485,6612,29.72773141,13.88110493,14.98696235,30.2,26.5,20.09601408,32.97546012,5.818965517,98.4,69.12704045,2779,14.7,21.58495221,159.6962749,7.942238267,0.866425993,0.685920578,79.09110392,10.27045505,11.64323871,5.3,9.5,30.24345219,3.414129424,51280.0,38.76889849,57.90267345,82.42074928,4.763676963,22.41864831,21.51126408,0.423936084,50.73529412,100.0,25235.0,0.2455,0.5552,0.4266,0.375,0.3843,0.7011,0.5517,0.5107,0.4288,0.6402,0.0376,0.1869,0.0675,0.2735,0.7192,0.1108,0.2939,0.1172,0.0891,0.1901,35.59581818,76.1904918,0
Effingham,Illinois,39.05979093,-88.58987405,34356,71.75780906,14.11345331,15.11828271,27.2,21.6,22.62496504,27.47015677,5.594827892,92.33903567,66.24028691,19119,12.7,15.23497012,180.7642893,7.547878333,1.081487045,0.826135937,78.89680338,10.0247221,11.40297384,12.2,9.3,28.55690687,3.306909863,60773.0,37.75671406,139.8647907,77.65400221,7.087334248,23.69036483,17.66545837,0.81715717,50.17832086,59.69861574,27680.0,0.192,0.2369,0.2693,0.2209,0.1847,0.4352,0.6781,0.2763,0.4441,0.3524,0.0684,0.3731,0.1767,0.6819,0.3719,0.185,0.3473,0.3091,0.2104,0.1359,35.19671253,75.89766667,0
Fayette,Illinois,39.00019534,-89.02413948,22025,30.74036357,16.63998907,17.43324282,24.2,27.0,19.78499001,34.11214953,7.200450028,89.14113842,52.17792543,9810,20.9,16.06683805,135.337619,10.91503268,2.026143791,0.836601307,78.63176358,11.57174497,12.5642652,10.8,12.3,31.21756365,3.087619797,47484.0,54.96261047,56.6076093,80.52783613,9.877562251,21.09170714,18.98580501,0.360132373,47.21703399,66.98735321,21665.0,0.5234,0.66,0.702,0.7221,0.6972,0.4476,0.3693,0.6361,0.4791,0.4171,0.2996,0.3922,0.3123,0.242,0.7147,0.5377,0.3986,0.9029,0.6447,0.5893,35.23,77.67901639,2
Ford,Illinois,40.5972002,-88.2232719,13758,28.33148799,15.31636168,16.44193842,25.2,27.8,19.69186212,24.12504247,6.186821415,84.907,64.00662252,6334,15.9,17.31927711,252.2590361,10.5913504,1.094439541,1.85348632,76.11749784,11.0241432,12.35301323,4.9,11.4,30.55639172,3.231968396,55357.0,44.39802507,38.80045419,70.58314587,9.206004703,22.89656212,18.75,0.323777936,50.57297949,41.77970315,25524.0,0.3906,0.5947,0.4053,0.3919,0.4397,0.7211,0.5712,0.6183,0.4734,0.772,0.1671,0.2496,0.1636,0.582,0.0968,0.1926,0.3814,0.6692,0.2194,0.3295,33.71788425,74.26163934,2
Franklin,Illinois,37.99228695,-88.92414534,39503,96.61029619,17.29238859,17.77305101,26.6,28.5,18.54216935,45.81973387,6.754477031,83.33619835,63.71440991,17065,26.0,16.39302272,160.3082418,11.40296663,1.143386897,1.174289246,75.60242488,12.06497233,13.2388533,7.2,13.7,30.91618435,2.844448673,42071.0,47.67083266,130.3256666,73.81468857,11.53016537,22.25265497,20.49559443,0.111255834,50.6679414,48.58067289,22119.0,0.7147,0.8854,0.6683,0.4664,0.7316,0.7011,0.4489,0.8083,0.6402,0.8812,0.0691,0.2174,0.0996,0.4604,0.5164,0.2092,0.8195,0.2139,0.3381,0.5552,35.75963636,76.37606557,1
Fulton,Illinois,40.47277131,-90.20747947,36047,41.6442034,15.80007241,16.78484671,28.8,23.2,19.38244347,31.88191882,6.384141107,89.02998576,59.62874388,15224,20.5,16.80432925,115.2903877,10.86341118,1.089879689,1.238499646,76.53353107,11.12083789,12.06010379,8.1,12.1,31.54493792,2.892076116,51258.0,50.19952115,90.54252338,76.82753726,8.890671723,19.77958903,20.62621972,0.914082208,47.95947652,60.02589765,22969.0,0.4947,0.6361,0.6014,0.4744,0.5724,0.659,0.2219,0.4527,0.7504,0.5556,0.2916,0.6157,0.4419,0.5995,0.1296,0.1961,0.6154,0.8707,0.4346,0.5189,32.65661152,73.66786885,2
Gallatin,Illinois,37.76271035,-88.2305496,5325,16.48245355,16.57260852,17.02715663,23.0,24.2,18.31686076,35.60209424,6.622004638,89.5,57.39130435,2434,31.9,11.81102362,179.6743403,5.664488017,0.610021787,1.74291939,74.00043471,11.70581823,13.05596323,14.1,12.2,30.39219771,3.172029873,43330.0,64.2287234,22.51085028,75.10803803,6.503298775,20.838276,23.28983788,0.347435111,51.16646896,100.0,23109.0,0.5304,0.7752,0.5918,0.5546,0.6507,0.8765,0.3734,0.9118,0.6418,0.9472,0.1054,0.2082,0.1127,0.086,0.6663,0.1016,0.3626,0.0204,0.0401,0.3766,35.84690909,76.15185185,2
Greene,Illinois,39.35621604,-90.39046749,13390,24.65843768,15.49856515,16.87536568,28.2,28.3,19.51663645,28.70813397,6.429601153,95.24280702,50.11279407,6015,19.9,12.90420525,202.9464823,10.98484849,1.231060606,1.041666667,75.87246675,11.1154019,12.35100635,11.4,12.1,30.72922864,2.920299304,47314.0,57.93991416,8.946835794,79.08091908,5.965133375,21.26648267,19.55688439,0.047778309,49.66268016,70.84833645,21916.0,0.6097,0.6466,0.6864,0.5603,0.6654,0.6151,0.3703,0.5419,0.5049,0.5056,0.0408,0.0678,0.0267,0.063,0.4167,0.2614,0.4537,0.531,0.1541,0.3126,34.27163636,75.81344262,2
Grundy,Illinois,41.28511276,-88.41849162,50338,120.4109244,13.5144132,14.51444213,34.9,24.6,22.15697892,13.85018157,4.997594006,93.8174204,66.50827827,25255,8.3,9.488791365,101.4167926,14.64073474,1.372231226,1.836844949,78.63598285,9.495259384,10.84469645,4.9,9.0,29.77661616,3.150971673,79348.0,26.33373934,154.4836925,71.13619961,10.49950102,25.31193597,14.07243192,0.882470919,50.12555913,24.37528714,30232.0,0.1382,0.5947,0.148,0.1025,0.2038,0.135,0.8755,0.121,0.3499,0.1547,0.4288,0.4973,0.4537,0.7125,0.1869,0.3018,0.1754,0.0564,0.0716,0.1057,32.55406607,74.45278689,3
